book_title,book_brand,book_price
Pale Fire,Skomlin,38.79
Prince Charming,All the Words,12.79
If You Really Loved Me,All the Words,12.69
The Prize,Cross Atlantic Publishing,12.89
Locked Up Liars,"Young Ink Press, LLC",25.09
The Accident,Laree Bailey Press,20.39
The Apothecary's Poison,Peruse Press,25.89
The Dead,Denton & White,20.89
Shadow Wings,Denton & White,47.89
Blood Oath,Del Rey Books,55.99
Foreign Deceit,Random House Large Print Publishing,29.49
Viper's Run,Random House Large Print Publishing,23.59
The Arrangement Vol. 6,BERKLEY BOOKS,12.59
The Adventures of Sherlock Holmes,BERKLEY BOOKS,21.49
The Mysterious Island,Random House Large Print Publishing,39.39
Pride and Prejudice,Ballantine Books,14.19
Assassin's Apprentice,Random House Large Print Publishing,23.29
The First Ladies,Random House Large Print Publishing,38.89
The Boys from Biloxi,G.P. Putnam's Sons,41.39
Tribute,G.P. Putnam's Sons,17.19
Whiskey Beach,G.P. Putnam's Sons,16.69
"Tomorrow, and Tomorrow, and Tomorrow",Del Rey Books,38.79
The Last Town,Anchor books,23.29
City of the Dead,Random House Large Print Publishing,40.99
The Good Left Undone,Del Rey Books,47.39
The Godfather,Del Rey Books,63.89
Where the Crawdads Sing (Movie Tie-In),Anchor books,23.09
The Circus Train,Anchor books,21.99
The Return of the King (Media Tie-In),Random House Worlds,11.59
Rogues,Ballantine Books,23.29
The Man Who Died Twice,Ballantine Books,36.19
Hounded,BERKLEY BOOKS,21.99
League of Dragons,BERKLEY BOOKS,23.19
Sooley,VINTAGE,23.19
Sooley,PAMELA DORMAN BOOKS,12.89
Dark Force Rising: Star Wars Legends (the Thrawn Trilogy),Penguin Books,21.99
Gone for Good,Ballantine Books,15.69
Tell No One,BERKLEY BOOKS,28.09
Take My Hand,DUTTON,21.99
Isn't It Bromantic?,DUTTON,20.69
The Violin Conspiracy,Ballantine Books,21.99
The Thursday Murder Club 4,Random House Trade,37.49
Something to Hide,Bantam,24.59
Songbirds,Bantam,21.69
Naked in Death,G.P. Putnam's Sons,12.89
One Step Too Far,Art of Dixie,15.59
The Good Left Undone,"Storybound, LLC",35.89
The Monkey's Raincoat,C. Scott Publishing Corp,12.89
The Wonder Boy of Whistle Stop,Historium Press,21.99
Last of the Breed (Louis l'Amour's Lost Treasures),Samuel French,10.29
Hondo (Louis l'Amour's Lost Treasures),BiblioLife,10.29
Ocean Prey,BiblioLife,37.09
It All Comes Back to You,Bantam,33.29
A Christmas Carol,Del Rey Books,19.39
We Shouldn't,Bantam,24.79
Persuasion (Historium Press Classics),SPECTRA BOOKS,31.49
Rebecca,Bantam,27.99
Swann's Way,Bantam,80.89
"In Search of the Castaways, Volume IV",Bantam,80.89
No Time for Goodbye,Dial Press,11.59
The Republic of Thieves,Modern Library,12.89
A Dance with Dragons,Bantam,12.89
Royal Assassin,BANTAM CLASSICS,12.89
Written in My Own Heart's Blood,BANTAM CLASSICS,22.89
A Great Deliverance,Amistad Press,22.99
O Jerusalem,Mariner Books,21.79
Beach Music,Mariner Books,24.29
Selected Stories of Anton Chekhov,Ballantine Books,23.29
The Greatest Salesman in the World,G.P. Putnam's Sons,12.89
Of Human Bondage,Random House Trade,7.59
The Woman in White,Bantam,8.99
The Temple of My Familiar,Bantam,33.19
The One-In-A-Million Boy,BERKLEY BOOKS,24.59
The Outcast Dead,Dover Publications,24.09
The Passage (TV Tie-In Edition),Dover Publications,12.69
Dark Sky,Dover Publications,21.99
The Alienist (TNT Tie-In Edition),Dover Publications,22.19
The Forbidden Door,Signet Book,12.79
The Crooked Staircase,Signet Book,12.79
Tripwire,Signet Book,12.89
War and Peace,Signet Book,25.59
Quo Vadis,Signet Book,23.29
Siddhartha,Ace Books,6.49
Persuasion,BERKLEY BOOKS,6.49
The Hunchback of Notre-Dame,BERKLEY BOOKS,7.69
The Pilgrim's Progress,BERKLEY BOOKS,10.29
The Time Machine/The Invisible Man,Roc,8.99
Camille,BERKLEY BOOKS,10.29
The Mysterious Island,G.P. Putnam's Sons,13.89
Brief Cases,Roc,21.99
The Last Year of the War,Roc,21.89
A Dangerous Collaboration,BERKLEY BOOKS,39.69
Mission Critical,DUTTON,12.89
Skin Game,BERKLEY BOOKS,12.89
Hotshot,BERKLEY BOOKS,10.19
The Bone Collector,BERKLEY BOOKS,20.49
Side Jobs,Ballantine Books,21.99
Summer Knight,Grand Central Publishing,12.79
The Shadows,Vision,11.39
Caught,Vision,14.09
Prince of Fire,Grand Central Publishing,15.59
The Marching Season,Grand Central Publishing,12.79
The Kill Artist,Vision,12.89
The Sparrow,Grand Central Publishing,23.29
3rd Degree,ASPECT,21.99
4th of July,Grand Central Publishing,12.69
Last Man Standing,Vision,11.59
1st to Die,Grand Central Publishing,11.59
Kushiel's Justice,Grand Central Publishing,10.19
Cat & Mouse,Grand Central Publishing,11.59
The Simple Truth,Grand Central Publishing,11.49
Imago,Ace Books,27.49
Hell's Corner,Ace Books,88.09
11th Hour,Ace Books,12.69
11th Hour,Ace Books,26.49
The 8th Confession,Dell,15.59
Last Man Standing,Dell,48.39
The General's Daughter,Anchor books,11.59
Robot Dreams,Ace Books,13.99
Cursor's Fury,Del Rey Books,12.89
Furies of Calderon,BERKLEY BOOKS,12.89
Dune,BERKLEY BOOKS,38.79
Never Go Back,G.P. Putnam's Sons,12.89
Jack Reacher: One Shot,G.P. Putnam's Sons,12.89
The Pelican Brief,G.P. Putnam's Sons,12.89
Smoke Bitten,Ace Books,11.59
Iron Gold,BERKLEY BOOKS,24.59
Obsession in Death,BERKLEY BOOKS,12.79
Heaven and Earth,BERKLEY BOOKS,23.29
Somewhere Safe with Somebody Good,G.P. Putnam's Sons,26.49
Escape Clause,BERKLEY BOOKS,12.79
The Promise,G.P. Putnam's Sons,12.79
Magic Binds,BERKLEY BOOKS,11.59
Tangle of Need,G.P. Putnam's Sons,10.19
Locked on,BERKLEY BOOKS,11.59
What Alice Forgot,BERKLEY BOOKS,23.29
Storm Prey,BERKLEY BOOKS,12.89
Indulgence in Death,G.P. Putnam's Sons,12.89
Night Prey,BERKLEY BOOKS,12.79
Fantasy in Death,BERKLEY BOOKS,11.49
Winter Prey,Dell,12.89
Bed of Roses,G.P. Putnam's Sons,21.99
Promises in Death,G.P. Putnam's Sons,12.89
Creation in Death,Ballantine Books,15.59
Rules of Prey,G.P. Putnam's Sons,14.19
Portrait in Death,W. W. Norton & Company,11.59
Loyalty in Death,W. W. Norton & Company,11.59
Feversong,W. W. Norton & Company,14.09
Savage Run,W. W. Norton & Company,14.19
Off the Grid,W. W. Norton & Company,14.19
A Walk Along the Beach,Anchor books,11.59
Twisted Twenty-Six,Random House Trade,24.49
Norse Mythology,Dell,33.59
The Unseen World,DELTA,51.59
"The Price of Salt, or Carol",DELTA,20.59
Captain Blood,Delacorte Press,35.19
The Surgeon's Mate,William Morrow & Company,20.29
The Inferno,Modern Library,24.59
The Homecoming of Samuel Lake,"Farrar, Strauss & Giroux-3PL",25.19
Circle of Friends,Lulu.com,21.99
Voyager,Lulu.com,23.29
From Here to Eternity,Mariner Books,22.99
Outlander,William Morrow & Company,45.29
American Gods,Mariner Books,34.99
The Way We Live Now,Bantam,18.09
Time of the Hero,Ballantine Books,25.89
The Scarlet Pimpernel,Del Rey Books,39.79
The Scarlet Pimpernel,Bantam,73.59
The Night Hawks,Del Rey Books,21.99
Unfinished Tales Illustrated Edition,Del Rey Books,49.19
The Night Hawks,Ballantine Books,35.29
The Whispering Room,Ballantine Books,12.79
The Twelve,Random House Worlds,24.39
Golden Son,Ballantine Books,37.49
Intensity,Del Rey Books,12.79
The Core: Book Five of the Demon Cycle,Franklin Classics Trade Press,11.49
The Desert Spear: Book Two of the Demon Cycle,Franklin Classics Trade Press,11.59
Between Sisters,Franklin Classics Trade Press,21.99
New York: The Novel,BACK BAY BOOKS,25.89
Path of Destruction: Star Wars Legends (Darth Bane),BACK BAY BOOKS,13.99
The Sicilian,Orbit,12.89
Childhood's End,Little Brown and Company,12.49
The Inferno,Little Brown and Company,28.19
The Divine Comedy,Little Brown and Company,34.29
The Yellow Wall Paper,Little Brown and Company,22.79
The Caine Mutiny,Orbit,25.89
Nine Stories,Orbit,21.99
The Tower of Fools,Orbit,36.19
Pop Goes the Weasel,MULHOLLAND BOOKS,41.09
The Red Book,Little Brown and Company,40.79
The Five-Star Weekend,BACK BAY BOOKS,41.49
Cross Down,Orbit,41.49
The Way of Shadows,Little Brown and Company,24.59
Arm of the Sphinx,Little Brown and Company,25.89
The Hod King,Orbit,23.29
Troubled Blood,Orbit,36.99
Desert Star,Orbit,37.59
Catch and Kill,Orbit,24.39
The Book of Koli,Little Brown and Company,23.29
Blowback,Little Brown and Company,42.39
The Black Book,Little Brown and Company,63.09
Redemption Ark,REDHOOK,25.59
Aurora Rising,Little Brown and Company,25.89
Baptism of Fire,MULHOLLAND BOOKS,23.29
The Time of Contempt,Little Brown and Company,23.29
Hotel Nantucket,Orbit,64.89
Winter in Paradise,MULHOLLAND BOOKS,12.89
Winter in Paradise,Little Brown and Company,51.59
The Ten Thousand Doors of January,Orbit,25.89
Deadly Cross,Orbit,37.39
Tombland,Orbit,24.19
NYPD Red 3,Little Brown and Company,54.79
The Remaining,Little Brown and Company,14.99
Pop. 1280,Little Brown and Company,27.99
The 23rd Midnight,Little Brown and Company,38.79
Blood of Elves,Little Brown and Company,23.29
The Stardust Thief,Little Brown and Company,36.09
Babylon's Ashes,Little Brown and Company,38.89
15th Affair,Little Brown and Company,57.59
Brideshead Revisited,Little Brown and Company,56.59
NYPD Red 2,Little Brown and Company,54.89
Hope to Die,BACK BAY BOOKS,54.89
Hope to Die,Little Brown and Company,45.29
10th Anniversary,Little Brown and Company,70.09
The Concrete Blonde,Little Brown and Company,40.09
The Black Ice,Little Brown and Company,38.69
Tick Tock,Little Brown and Company,68.59
Room,Little Brown and Company,41.49
Resurrection Men,Little Brown and Company,40.79
The 9th Judgment,Little Brown and Company,57.49
The Gods of Guilt,Hachette International,91.89
Worst Case,St. Martin's Press,55.59
The 8th Confession,Tor Books,40.89
Worst Case,St. Martin's Press,53.89
Cross Fire,St. Martin's Griffin,54.69
The 8th Confession,Minotaur Books,54.89
Echo Park,Minotaur Books,89.59
Cross,St. Martin's Griffin,48.49
Sins of the Night,Minotaur Books,14.09
A Crown of Swords,St. Martin's Griffin,51.79
Four to Score,St. Martin's Griffin,25.89
One Good Dog,St. Martin's Press,32.69
How the Light Gets in,St. Martin's Press,51.59
A Trick of the Light,St. Martin's Press,34.99
Dead Souls,Minotaur Books,31.09
A Rule Against Murder,St. Martin's Griffin,23.29
The Hanging Garden,St. Martin's Griffin,29.79
True Colors,St. Martin's Press,21.99
Power Down,St. Martin's Griffin,18.69
The Nightingale,St. Martin's Griffin,38.79
The Great Alone,Picador USA,38.79
The Cruelest Month,St. Martin's Griffin,23.29
Summer of Night,Zondervan,24.59
The Forever War,Zondervan,23.29
Finger Lickin' Fifteen,Zondervan,11.59
Sarah's Quilt,VINTAGE,25.49
Moloka'i,VINTAGE,24.59
Steppenwolf,Ballantine Books,24.39
I Capture the Castle,Vintage Crime/Black Lizard,23.29
In His Steps,VINTAGE,12.69
Beyond Tuesday Morning,VINTAGE,24.79
Oceans Apart,Crown Publishing Group (NY),22.89
Forrest Gump,VINTAGE,21.89
David Copperfield,Everyman's Library,18.09
Ready Player One,"Oxford University Press, USA",23.29
The Leopard,"Oxford University Press, USA",27.99
Persuasion,"Oxford University Press, USA",8.99
Emma,"Oxford University Press, USA",12.69
The Heretic Queen,"Oxford University Press, USA",26.69
Self-Help,"Oxford University Press, USA",20.39
The Count of Monte Cristo,"Oxford University Press, USA",45.29
The Custom of the Country,Mariner Books,11.59
The Three Musketeers,Mariner Books,16.79
Twenty Years After,Mariner Books,21.89
Les Liaisons Dangereuses,Penguin Books,16.99
David Copperfield,Penguin Books,11.59
The Way We Live Now,Penguin Books,20.59
King Arthur and His Knights,Penguin Books,54.29
A Room of One's Own,Penguin Books,21.99
Regulus (Latin),Penguin Books,15.29
All the King's Men,Penguin Books,23.29
The Woman Who Died a Lot,Penguin Books,22.39
The Dark Horse,PENGUIN GROUP,12.89
The End of Loneliness,PENGUIN GROUP,21.99
American Predator,PENGUIN GROUP,23.29
Shadow of Night,PENGUIN GROUP,23.29
The Last Letter from Your Lover,PENGUIN GROUP,21.89
A Discovery of Witches,PENGUIN GROUP,23.29
The Architect's Apprentice,PENGUIN GROUP,23.09
The Divine Comedy,Plume Books,37.59
The Tunnel,Plume Books,23.29
Captains of the Sands,Penguin Books,22.89
War and Peace,Penguin Books,33.69
The Moon and Sixpence,PENGUIN GROUP,18.09
Malgudi Days,PENGUIN GROUP,28.09
The Winter of Our Discontent,PENGUIN GROUP,21.89
Regeneration,PENGUIN GROUP,21.69
The Ghost Road,Harper Large Print,22.99
The True Story of Hansel and Gretel,Harper Paperbacks,22.19
The Grapes of Wrath,AVON BOOKS,27.09
Demons,AVON BOOKS,23.29
Dangerous Liaisons,AVON BOOKS,16.79
Germinal,William Morrow & Company,14.09
Wives and Daughters,William Morrow & Company,20.49
Homecoming,Harper Large Print,46.59
The Girls Who Disappeared,William Morrow & Company,22.99
The Other Miss Bridgerton,William Morrow & Company,24.19
Thank You for Listening,AVON BOOKS,44.89
Nine Rules to Break When Romancing a Rake,HARPERVIA,19.39
The Murder of Roger Ackroyd,Harper Large Print,14.19
A Murder Is Announced,William Morrow & Company,24.59
A Sunlit Weapon,William Morrow & Company,50.19
The Measure,Harper Large Print,37.49
The Change,Harper Voyager,36.29
When He Was Wicked,William Morrow & Company,21.99
Home Stretch,Harper Large Print,27.99
The Reading List,Mariner Books,41.09
The Given Day,William Morrow & Company,21.89
Anansi Boys,Harper Perennial,24.59
Devil in Disguise,William Morrow & Company,28.49
Vita Nostra,AVON BOOKS,25.89
News of the World [Movie Tie-In],AVON BOOKS,11.49
The Exiles,William Morrow & Company,38.69
Homecoming,William Morrow & Company,50.39
Daughter of the Reich,William Morrow & Company,36.09
The One Hundred Years of Lenni and Margot,William Morrow & Company,24.59
Find You First,Harper Perennial,15.59
"ACT Your Age, Eve Brown",Harper,24.59
"Take a Hint, Dani Brown",William Morrow & Company,21.99
The ABC Murders [Tv Tie-In],Harper Design,19.09
False Witness,William Morrow & Company,12.79
Death on the Nile,William Morrow & Company,20.69
City on Fire,Harper Voyager,24.59
The Good Soldier Svejk and His Fortunes in the World War,Harper Voyager,25.89
The New Girl,William Morrow & Company,15.59
Marilla of Green Gables,Harper Paperbacks,29.59
The Secret Garden (Minalima Edition) (Illustrated with Interactive Elements),Harper Paperbacks,42.09
Find You First,Harper Large Print,21.59
The 6th Extinction,Harper Perennial,22.29
The Dragon Republic,William Morrow & Company,41.49
The Burning God,Harper Large Print,38.89
Crooked House,William Morrow & Company,41.39
War of the Wolf,AVON BOOKS,23.29
Sword of Kings,Harper,24.59
Family Tree,AVON BOOKS,38.29
In This Grave Hour,AVON BOOKS,24.89
In a Dry Season,Harper Perennial,27.39
The Magic Strings of Frankie Presto,Harper Paperbacks,46.99
Built,Harper,24.59
Marrying Winterborne,Harper,13.99
The Truth,Harper,12.89
Wait for You,Harper,21.99
Be with Me,Harper Perennial,21.69
Animal Dreams,William Morrow & Company,24.49
The Flame Bearer,Harper Voyager,21.99
The Flame Bearer,Harper Paperbacks,35.79
The Color of Magic,William Morrow & Company,12.89
The Light Fantastic,Ecco Press,12.89
Snuff,William Morrow & Company,12.89
Love Medicine,William Morrow & Company,25.69
NOS4A2,Harper Large Print,25.89
Devil Said Bang,AVON BOOKS,22.09
Strong Poison,Harper,23.29
The Promise of Stardust,Harper Large Print,26.09
The Son,William Morrow & Company,21.99
Murder on the Orient Express,Harper Voyager,11.59
Murder on the Orient Express,Harper,24.59
Ice Hunt,Harper Perennial,37.29
Dark Fire,Harper Perennial,12.39
Last Oracle,Harper Perennial,15.39
The Mapping of Love and Death,Harper,35.89
Bloodline,Harper Voyager,12.89
Aloha from Hell,Harper Perennial,23.29
Dead in the Water,Harper Paperbacks,12.89
The Thief of Always,Harper Perennial,26.49
The Poisonwood Bible,William Morrow & Company,29.79
Tales of the City,Harper Voyager,21.89
The Doomsday Key,Harper,12.89
Black Magic Sanction,WILLIAM COLLINS,13.59
One Hundred Years of Solitude,WILLIAM COLLINS,25.89
The Burning Land,WILLIAM COLLINS,26.59
The Color of Magic,Random House UK Ltd,21.99
Beaches,Penguin LCC US,23.69
Lord of Light,Hodder,20.69
A Tree Grows in Brooklyn,Penguin Books,37.49
Alice's Adventures in Wonderland and Through the Looking Glass,Harper Collins,12.49
Little Women,Penguin,10.29
The Secret Garden (Collins Classics),Faber And Faber Ltd.,10.29
Gravity's Rainbow,Penguin LCC US,18.49
Where the Crawdads Sing,Random House LCC US,12.09
The Outsider,Harper Collins Publ. USA,26.19
Perfume: The Story of a Murderer,Random House LCC US,12.29
The Woman in the Window,Simon + Schuster Inc.,19.29
The Ice Child,"Little, Brown Book Group",7.29
